1 0.6175 0.958333
1 0.28375 0.675
1 0.02125 0.776667
1 0.7425 0.213333
1 0.845 0.65
1 0.7225 0.866667
1 0.09875 0.13
1 0.93375 0.26
1 0.1025 0.0166667
1 0.115 0.67
1 0.1 0.681667
1 0.95375 0.32
1 0.8625 0.598333
1 0.3575 0.776667
1 0.23375 0.818333
1 0.60375 0.801667
1 0.1375 0.0483333
1 0.2025 0.23
1 0.96375 0.683333
1 0.115 0.81
1 0.36 0.0766667
1 0.3275 0.95
1 0.0775 0.18
1 0.27875 0.648333
1 0.84 0.856667
1 0.22875 0.698333
1 0.725 0.203333
1 0.5775 0.691667
1 0.005 0.873333
1 0.99625 0.61
1 0.5775 0.613333
1 0.5725 0.373333
1 0.075 0.906667
1 0.39125 0.596667
1 0.73125 0.595
1 0.16125 0.775
1 0.67875 0.333333
1 0.7575 0.945
1 0.34 0.151667
1 0.8875 0.0933333
1 0.26625 0.883333
1 0.90625 0.3
1 0.9175 0.415
1 0.64 0.0866667
1 0.8725 0.77
1 0.67 0.183333
1 0.90125 0.668333
1 0.64625 0.796667
1 0.2475 0.05
1 0.62 0.383333
1 0.8175 0.0216667
1 0.56875 0.91
1 0.3075 0.771667
1 0.01 0.0183333
1 0.85 0.888333
1 0.41875 0.22
1 0.05875 0.365
1 0.99375 0.891667
1 0.10125 0.843333
1 0.67125 0.338333
1 0.79125 0.711667
1 0.2175 0.761667
1 0.85125 0.366667
1 0.3 0.813333
1 0.79125 0.825
1 0.7925 0.385
1 0.93875 0.656667
1 0.6 0.721667
1 0.78875 0.025
1 0.8825 0.193333
1 0.0775 0.795
1 0.07875 0.915
1 0.69875 0.615
1 0.7975 0.856667
1 0.93 0.776667
1 0.93375 0.196667
1 0.65375 0.635
1 0.1725 0.271667
1 0.33625 0.683333
1 0.56875 0.923333
1 0.71 0.415
1 0.41125 0.636667
1 0.87875 0.16
1 0.86 0.698333
1 0.3875 0.863333
1 0.6025 0.1
1 0.59625 0.671667
1 0.8725 0.238333
1 0.935 0.94
1 0.1125 0.776667
1 0.69625 0.0383333
1 0.94375 0.61
1 0.68375 0.978333
1 0.9175 0.248333
1 0.97875 0.01
1 0.7875 0.596667
1 0.85125 0.728333
1 0.595 0.86
1 0.89875 0.841667
1 0.435 0.08
1 0.83375 0.106667
1 0.3625 0.76
1 0.1425 0.991667
1 0.265 0.01
1 0.59375 0.883333
1 0.3825 0.0233333
1 0.27 0.0916667
1 0.33375 0.371667
1 0.60625 0.606667
1 0.03125 0.863333
1 0.6925 0.0883333
1 0.7925 0.338333
1 0.6975 0.843333
1 0.68875 0.596667
1 0.96625 0.613333
1 0.31125 0.0183333
1 0.78 0.191667
1 0.2575 0.646667
1 0.15125 0.0566667
1 0.3975 0.631667
1 0.81 0.891667
1 0.2925 0.996667
1 0.3875 0.786667
1 0.0825 0.911667
1 0.33125 0.0716667
1 0.1775 0.161667
1 0.565 0.83
1 0.75875 0.93
1 0.10375 0.276667
1 0.86875 0.945
1 0.2425 0.136667
1 0.12625 0.925
1 0.41875 0.0883333
1 0.91875 0.226667
1 0.675 0.868333
1 0.4175 0.00333333
1 0.93125 0.666667
1 0.93625 0.223333
1 0.055 0.276667
1 0.035 0.95
1 0.9075 0.166667
1 0.85 0.88
1 0.0225 0.94
1 0.81125 0.325
1 0.27375 0.883333
1 0.21875 0.666667
1 0.66875 0.77
1 0.92 0.711667
